GEF ID,Lead GEF Agency,Country,Geographic Scope,Project title,Project Short Title,Task Manager,Project Type,Current Project  Status,Focal Area_A,Subprogramme,PIF/Council Approval Date,Date of full project submission to GEF Secretariat,PPG  CEO Approval,UNEP signature date      (PPG),Expected/ Actual Completion date PPG,PPG WBSE,Project Preparation Grant (PPG),  Project CEO Approval/Endorsement Date,UNEP signature date  (Project),Date of latest signature date on the umbrella legal instrument,Expected Technical Completion date (Project),Revised Technical Completion date (Project),Actual Technical Completion date (Project),Expected Completion date (Validity of the LA),Number of Amendments to LA,Actual Completion date (Validity of the LA),Project WBSE,S1 Grant Code,P1 Grant Code,Project  Grant ,  Co-financing Amount ,  PA focal point  , FMO , FA Focal Point , Project mid-term review/evaluation status , Project terminal evaluation status  , Date of project financial closure , Fund , Branch , Comments  ,Technical completion date, Corporate Services(AG_Fee) , Project Cycle Activities(AG_Fee) , Portfolio_Total(AG_Fee) 
5893,UNEP,Jamaica,Latin America and the Caribbean,"Support to the Alignment of Jamaica's National Action Programme to the UNCCD 10 Year Strategy andPreparation of the Reporting and Review process.",4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,13-Jun-14,10-Jun-14,,,,N/A,$0.00,13-Jun-14,04-Jul-14,23-Jun-14,30-Jun-16,,30-Jun-16,31-Dec-16,,,SB-000762,S1-32GFL-000380,P1-33GFL-000422,"$136,986"," 160,000 ",Eric Mugo,George Saddimbah,Linda Choge,N/A,N/A,31-Dec-16,GFL,Biodiversity and Land Branch (BLB),,06/30/2016," 1,370 "," 12,329 "," 13,699 "
5898,UNEP,"Global (Bolivia, Fiji, Micronesia, Cambodia, Kuwait, Libya,Marshall Islands, Papua New Guinea, Palau, Solomon Islands, Suriname, El Salvador, Tonga, Timor Leste, Tuvalu,Zambia)",Global,Support to 16 GEF Eligible Parties for Alignment of National Action Programs and Reporting Process under UNCCD,4C54,Adamou Bouhari,MSP,Under Implementation,Land Degradation,Ecosystems Management,16-Jun-14,13-Jun-14,,,,N/A,$0.00,16-Jun-14,08-Dec-14,14-Mar-17,30-Jun-18,30-Mar-22,,31-Dec-18,,,"SB-000762.24.01,SB-000762.24.92,SB-000762.24.95",S1-32GFL-000380,"P1-33GFL-000489,P1-33GFL-000848,P1-33GFL-001101","$1,045,000"," 1,000,000 ",Eric Mugo,George Saddimbah,Linda Choge,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),,03/30/2022," 10,450 "," 94,050 "," 104,500 "
6990,UNEP,Bosnia-Herzegovina,Europe,"Achieving Biodiversity Conservation through Creation, Effective Management and Spatial Designation of Protected Areas and Capacity Building",Bosnia & Herzegovina MSP,Ersin Esen,MSP,Under Implementation,Biodiversity,Ecosystem Management,08-Jul-15,,08-Jul-15,07-Oct-15,31-Jan-17, SB-004320,"$45,662.00",13-Jul-16,02-Aug-16,26-Jul-16,30-Aug-19,31-Dec-21,,30-Aug-20,,30-Jun-22, SB-006315,S1-32GFL-000618,,"$1,397,260"," 13,548,200 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Completed,,,GFL,Biodiversity and Land Branch (BLB),,12/31/2021," 13,973 "," 125,753 "," 139,726 "
8003,UNEP,Cuba,Latin America and the Caribbean,Cuba: CPP Cuba: Supporting Implementation of the Cuban National Programme to Combat Desertification and Drought (NPCDD),Cuba CPP2/FSP,Robert Erath,FSP,Technically Completed,Land Degradation,Ecosystem Management,10-Nov-05,11-Nov-05,27-Nov-12,16-Apr-13,31-May-14,,$0.00,04-May-15,21-Sep-15,15-Sep-15,20-Sep-20,31-Mar-21,31-Mar-21,31-Dec-21,,31-Dec-21, SB-004351,S1-32GFL-000619,P1-33GFL-000813,"$2,444,500"," 24,544,380 ",Gloritzel Frangakis ,Janet Bwiza,Elizabeth Goro,Completed,Yet to be initiated,,GFL,Biodiversity and Land Branch (BLB),,03/31/2021," 24,445 "," 220,005 "," 244,450 "
8025,UNEP,Peru,Latin America and the Caribbean,Effective Implementation of the Access and Benefit Sharing and Traditional Knowledge Regime in Peru in accordance with the Nagoya Protocol,Peru ABS,Thais Narciso,FSP,Under Implementation,Biodiversity,Ecosystem Management,04-Jun-15,,28-Apr-15,16-Oct-15,15-Dec-16, SB-000690.45,"$100,000.00",09-Jun-17,17-Oct-17,16-Feb-18,15-Sep-21,31-Dec-22,,30-Jun-23,1,,SB-008505,S1-32GFL-000617,P1-33GFL-001321,"$2,190,000"," 8,921,778 ",Gloritzel Frangakis ,Michael Atogoh,Elizabeth Goro,Ongoing,N/A,,GFL,Biodiversity and Land Branch (BLB),NCE approved,12/31/2022," 21,900 "," 197,100 "," 219,000 "
9111,UNEP,Malaysia,Asia Pacific,Institutional Capacity to Enhance Biosafety Practices in Malaysia,Malaysia/MSP,Alex Owusu-Biney,MSP,Under Implementation,Biodiversity,Ecosystem Management,06-Apr-15,,,,,,$0.00,06-Apr-15,13-Nov-18,15-Nov-18,30-Nov-22,,,30-Mar-23,,,SB-011206,S1-32GFL-000618,P1-33GFL-001624,"$995,000"," 2,586,500 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),,11/30/2022," 9,950 "," 89,550 "," 99,500 "
9118,UNEP,"Regional (Angola, Burkina Faso, Burundi, Benin, Botswana,Central African Republic, Congo, Cameroon, Cabo Verde, Djibouti, Algeria, Egypt, Eritrea, Ethiopia, Gabon, Ghana, Gambia,Guinea, Guinea-Bissau, Kenya, Comoros, Liberia, Lesotho, Libya,Morocco, Madagascar, Mali, Mauritania, Mauritius, Malawi,Mozambique, Namibia, Niger, Nigeria, Rwanda, Seychelles,Sudan, Senegal, Somalia, Swaziland, Chad, Togo, Tunisia,Tanzania, Uganda, South Africa, Zambia, Congo DR, Zimbabwe)",Africa,Support to Preparation of the Third National Biosafety Reports to the Cartagena Protocol on Biosafety - AFRICA REGION,MSP NR3 - Africa,Alex Owusu-Biney,EA,Completed,Biodiversity,Ecosystem Management,18-May-15,,,,,,$0.00,18-May-15,16-Sep-15,30-Jun-19,31-Dec-18,30-Jun-19,30-Jun-19,30-Jun-19,2,30-Jun-19,"SB-001205.41,SB-001205.25,SB-001205.19,SB-001203.19,SB-001205.01,SB-001205.02,SB-001205.03,SB-001205.04,SB-001205.05,SB-001205.06,SB-001205.07,SB-001205.08,SB-001205.09,SB-001205.10,SB-001205.11,SB-001205.12,SB-001205.13,SB-001205.14,SB-001205.15,SB-001205.16,SB-001205.17,SB-001205.18,SB-001205.21,SB-001205.22,SB-001205.23,SB-001205.24,SB-001205.26,SB-001205.27,SB-001205.28,SB-001205.29,SB-001205.30,SB-001205.31,SB-001205.32,SB-001205.33,SB-001205.34,SB-001205.35,SB-001205.36,SB-001205.37,SB-001205.38,SB-001205.39,SB-001205.40",S1-32GFL-000609,"P1-33GFL-001637,P1-33GFL-000774,P1-33GFL-000769,P1-33GFL-001232,P1-33GFL-000728,P1-33GFL-000729,P1-33GFL-000730,P1-33GFL-000731,P1-33GFL-000732,P1-33GFL-000733,P1-33GFL-000734,P1-33GFL-000735,P1-33GFL-000739,P1-33GFL-000740,P1-33GFL-000741,P1-33GFL-000742,P1-33GFL-000743,P1-33GFL-000744,P1-33GFL-000745,P1-33GFL-000747,P1-33GFL-000748,P1-33GFL-000768,P1-33GFL-000770,P1-33GFL-000771,P1-33GFL-000772,P1-33GFL-000773,P1-33GFL-000775,P1-33GFL-000776,P1-33GFL-000778,P1-33GFL-000780,P1-33GFL-000781,P1-33GFL-000782,P1-33GFL-000783,P1-33GFL-000784,P1-33GFL-000806,P1-33GFL-000842,P1-33GFL-000844,P1-33GFL-001023,P1-33GFL-001028,P1-33GFL-001117,P1-33GFL-001118","$1,368,550"," 1,245,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),49 Countries - undergoing closure,06/30/2019," 13,686 "," 123,170 "," 136,855 "
9119,UNEP,"Global (Antigua And Barbuda, Albania, Armenia, Azerbaijan, Bosnia-Herzegovina, Barbados, Bolivia, Brazil, Bahamas, Belarus,Belize, Colombia, Costa Rica, Dominica, Dominican Republic,Ecuador, Grenada, Guatemala, Guyana, Honduras, Jamaica, St.Kitts And Nevis, St. Lucia, Moldova, Montenegro, Macedonia,Mexico, Nicaragua, Panama, Peru, Paraguay, Slovenia, Suriname,El Salvador, Trinidad and Tobago, Ukraine, Uruguay, St. Vincentand Grenadines, Venezuela, Serbia)","Global (LAC, Europe)",Support to Preparation of the Third National Biosafety Reports to the Cartagena Protocol on Biosafety- GRULAC and CEE REGIONS,GRULAC & CEE /BS NR3,Alex Owusu-Biney,EA,Completed,Biodiversity,Ecosystem Management,11-May-15,,,,,,$0.00,11-May-15,09-Sep-15,30-Jun-19,31-Dec-18,30-Jun-19,30-Jun-19,30-Jun-19,2,30-Jun-19,"SB-001203.22,SB-001203.21,SB-001203.08,SB-001203.01,SB-001203.02,SB-001203.16,SB-001203.09,SB-001203.10,SB-001203.11,SB-001203.12,SB-001203.03,SB-001203.04,SB-001203.15,SB-001203.05,SB-001203.06,SB-001203.17,SB-001203.18,SB-001203.07,SB-001203.14,SB-001203.20",S1-32GFL-000608,"P1-33GFL-000767,P1-33GFL-001661,P1-33GFL-001659,P1-33GFL-000761,P1-33GFL-000709,P1-33GFL-000710,P1-33GFL-000846,P1-33GFL-000762,P1-33GFL-000763,P1-33GFL-000764,P1-33GFL-000765,P1-33GFL-000711,P1-33GFL-000712,P1-33GFL-000845,P1-33GFL-000713,P1-33GFL-000714,P1-33GFL-000883,P1-33GFL-001025,P1-33GFL-000715,P1-33GFL-000797,P1-33GFL-001654","$1,152,950"," 1,045,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),41 Countries - undergoing closure,06/30/2019," 11,530 "," 103,766 "," 115,295 "
9120,UNEP,"Regional (Afghanistan, Bangladesh, Bahrain, Bhutan, China, Fiji, Indonesia, India, Iraq, Jordan, Kyrgyz Republic, Cambodia, Kiribati, Kuwait, Kazakhstan, Lao PDR, Lebanon, Sri Lanka, Marshall Islands, Myanmar, Mongolia, Maldives, Malaysia, Nauru, Niue, Oman, Papua New Guinea, Philippines, Pakistan, Palau, Solomon Islands, Thailand, Tajikistan, Turkmenistan, Tonga, Turkey, Vietnam, Samoa, Yemen)",Asia Pacific,Support to Preparation of the Third National Biosafety Reports to the Cartagena Protocol on Biosafety - Asia Pacific Region,MSP NR3 - Asia Pacific,Alex Owusu-Biney,EA,Completed,Biodiversity,Ecosystem Management,09-Jun-15,,,,,,$0.00,09-Jun-15,18-Sep-15,30-Jun-19,31-Dec-18,30-May-19,30-Jun-19,30-Jun-19,2,30-Jun-19,"SB-001206.17,SB-001206.01,SB-001206.02,SB-001206.03,SB-001206.04,SB-001206.05,SB-001206.06,SB-001206.07,SB-001206.10,SB-001206.11,SB-001206.12,SB-001206.13,SB-001206.14,SB-001206.15,SB-001206.16,SB-001206.18,SB-001206.19,SB-001206.20,SB-001206.21,SB-001206.08,SB-001206.22,SB-001206.09,SB-001206.23",S1-32GFL-000607,"P1-33GFL-000760,P1-33GFL-000716,P1-33GFL-000717,P1-33GFL-000718,P1-33GFL-000719,P1-33GFL-000721,P1-33GFL-000722,P1-33GFL-000723,P1-33GFL-000755,P1-33GFL-000754,P1-33GFL-000756,P1-33GFL-000757,P1-33GFL-000786,P1-33GFL-000785,P1-33GFL-000758,P1-33GFL-000841,P1-33GFL-000979,P1-33GFL-001116,P1-33GFL-001646,P1-33GFL-000724,P1-33GFL-001677,P1-33GFL-000725","$1,099,050"," 995,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),39 Countries - undergoing closure,06/30/2019," 10,991 "," 98,915 "," 109,905 "
9347,UNEP,Global,Global,Support to Eligible Parties for the Revision ofNBSAPs and Development of the Fifth National Report to the CBD (Phase Ill),Umbrella NBSAP Phase 3,Jane Nimpamya,MSP,Completed,Biodiversity,Ecosystem Management,03-Dec-15,,,,,,$0.00,03-Dec-15,11-Jan-16,,31-Dec-21,30-Jun-22,30-Jun-22,31-Mar-20,1,30-Jun-22,"SB-000760.02.86,SB-000760.02.87,SB-000760.02.87.01,SB-000760.02.87.02,SB-000760.02.88,SB-000760.02.90",S1-32GFL-000367,"P1-33GFL-001303,P1-33GFL-001095,P1-33GFL-000992, S1-32GFL-000367","$968,000"," 830,000 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),,06/30/2022," 9,680 "," 87,120 "," 96,800 "
9366,UNEP,Cote d'Ivoire,Africa,"Sustainability and Scaling Up Approaches for Transformational Management, Restoration and Conservation of Forests Landscapes and Biodiversity in Cote d'Ivoire (SSATMARC -FOLAB)",SSATMARC-FOLAB,Adamou Bouhari,FSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystems Management,25-May-17,01-Apr-19,02-May-17,09-Oct-17,30-Jun-18,SB-007973,"$91,324.00",24-Sep-19,21-Apr-20,15-May-20,31-Mar-24,,,31-Mar-25,,,SB-007973.02,S1-32GFL-000621,2000002945,"$2,831,050"," 15,557,000 ",Eric Mugo ,George Saddimbah,Linda Choge,,,,GFL,Biodiversity and Land Branch (BLB),,03/31/2024," 28,311 "," 254,795 "," 283,105 "
9382,UNEP,South Africa,Africa,Shepherding biodiversity back into South Africa's Productive Landscapes,Shepherding biodiversity back into South Africa's Productive Landscapes,Jane Nimpamya,MSP,Technically Completed,Biodiversity,Ecosystem Management,02-May-16,,,,,,"$50,000.00",05-May-16,30-Jun-16,26-Jun-16,31-Dec-20,,,31-Dec-20,,30-Jun-21,"SB-006064.01,SB-006064.02,SB-006064.03,SB-006064.04,SB-006064.05",S1-32GFL-000618,P1-33GFL-000967,"$1,017,750"," 5,500,000 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),,12/31/2020," 10,178 "," 91,598 "," 101,775 "
9402,UNEP,Antigua And Barbuda,Latin America and the Caribbean,The Path to 2020 - Antigua and Barbuda ,Antigua & Barbuda 2020,Christopher Cox,MSP,Under Implementation,Biodiversity,Ecosystem Management,04-May-16,,04-May-16,06-Sep-16,05-Mar-18,SB-000778.33,"$91,324.00",27-Sep-18,06-Feb-19,08-Feb-19,07-Feb-23,,,31-Dec-24,,,"SB-006383.02,SB-006383.03,SB-006383.04,SB-006383.05,SB-006383.06,SB-006383.07",S1-32GFL-000617,P1-33GFL-001670,"$2,729,153"," 5,501,791 ",Gloritzel Frangakis ,George Saddimbah,Weldon Lemein,Not Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),,02/07/2023," 27,292 "," 245,624 "," 272,915 "
9405,UNEP,Niger,Africa,Integrated Management of Oasis Ecosystems of Northern Niger (IMOE -NN),IMOE Northern Niger,Adamou Bouhari,FSP,Under Implementation,Multi-focal Areas(LD/BD/CC),Ecosystems Management,30-Nov-17,30-May-19,30-Oct-17,30-Jan-18,30-Mar-19,SB-009259,"$150,000.00",20-Feb-20,21-Apr-20,22-Apr-20,31-Mar-24,,,31-Mar-25,,,SB-009259.02,S1-32GFL-000621,2000002944,"$4,596,588"," 21,072,881 ",Eric Mugo ,George Saddimbah,Linda Choge,,,,GFL,Biodiversity and Land Branch (BLB),,03/31/2024," 45,966 "," 413,693 "," 459,659 "
9406,UNEP,St. Lucia,Latin America and the Caribbean,Integrated Ecosystem Management and Restoration of Forests on the South-East Coast of St. Lucia,St Lucia FSP,Christopher Cox,MSP,Under Implementation,Biodiversity,Ecosystem Management,04-May-16,,04-May-16,07-Sep-16,06-Mar-18,SB-006386,"$136,988.00",21-Aug-18,21-Feb-19,21-Feb-19,20-Feb-24,,,31-Dec-24,,,"SB-006386.02,SB-006386.03,SB-006386.04,SB-006386.05,SB-006386.06,SB-006386.07",S1-32GFL-000621,,"$4,428,145"," 14,624,991 ",Gloritzel Frangakis ,George Saddimbah,Weldon Lemein,Not Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),,02/20/2024," 44,281 "," 398,533 "," 442,815 "
9407,UNEP,"Regional(Jordan, Egypt)",Regional,Healthy Ecosystems for Rangeland Development (HERD): Sustainable Rangeland Management for Biodiversity Conservation and Climate Change Mitigation,HERD FSP,Ersin Esen,FSP,Under Implementation,Land Degradation,Ecosystem Management,09-Jun-16,,04-May-16,10-Aug-16,30-Aug-18,SB-006310.01,"$150,000.00",06-Nov-17,01-Feb-18,01-Feb-18,31-Dec-21,31-Dec-22,,31-Dec-22,,,SB-006310.02,S1-32GFL-000619,P1-33GFL-001310,"$3,515,982"," 12,227,000 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Under Implementation,,,GFL,Biodiversity and Land Branch (BLB),,12/31/2022," 35,160 "," 316,438 "," 351,598 "
9408,UNEP,"Regional (Antigua And Barbuda, Barbados, Dominica, Grenada,St. Kitts And Nevis, St. Lucia, St. Vincent and Grenadines)",Latin America and the Caribbean,Preventing COSTS of Invasive Alien Species (IAS) in Barbados and the OECS Countries,Caribbean IAS FSP,Christopher Cox,FSP ,Under Implementation,Biodiversity,Ecosystem Management,04-May-16,,04-May-16,12-Sep-16,11-Mar-18,SB-000778.33,"$133,333.00",25-Apr-18,09-Jul-18,07-Jul-18,10-Jul-21,10-Dec-23,,30-Nov-23,1,,"SB-006590.02,SB-006590.03,SB-006590.04,SB-006590.05,SB-006590.07",S1-32GFL-0000617,P1-33GFL-001506,"$3,747,945"," 6,656,477 ",Gloritzel Frangakis ,George Saddimbah,Weldon Lemein,Ongoing,N/A,,GFL,Biodiversity and Land Branch (BLB),NCE approved,12/10/2023," 37,479 "," 337,315 "," 374,795 "
9409,UNEP,Sri Lanka,Asia Pacific,"Healthy Landscapes: Managing Agricultural Landscapes in Socio-ecologically Sensitive Areas to Promote Food Security, Well-being and Ecosystem Health",Healthy Lands Srilanka,Max Zieren,MSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystem Management,22-Feb-17,,22-Feb-17,12-Jul-17,31-Aug-17,SB-008095.01,"$150,000.00",30-Apr-18,22-Mar-19,01-Apr-19,01-Dec-22,,,31-Mar-24,,,SB-008095.05,,,"$2,000,000"," 9,047,865 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,Not Completed,t.b.d,,GFL,Biodiversity and Land Branch (BLB),,12/01/2022," 20,000 "," 180,000 "," 200,000 "
9410,UNEP,"Regional (Marshall Islands, Niue, Tonga, Tuvalu)",Asia Pacific,Strengthening National and Regional Capacities to Reduce the Impact of Invasive Alien Species on Globally Significant Biodiversity in the Pacific ,IAS Pacific Island,Johan Robinson,FSP,Under Implementation,Biodiversity,Ecosystem Management,25-May-17,,02-May-17,,30-Apr-19,SB-008367,"$182,650.00",25-Mar-19,16-May-19,23-May-19,30-Apr-24,,,30-Apr-25,,,SB-012551,S1-32GFL-000617,,"$6,252,489"," 22,177,157 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),,04/30/2024," 62,525 "," 562,724 "," 625,249 "
9413,UNEP,Brazil,Latin America and the Caribbean,Realizing the Biodiversity Conservation Potential of Private Lands,Brazil Private Lands/FSP,Robert Erath,FSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystem Management,09-Jun-16,,04-May-16,07-Sep-16,06-Dec-17, SB-006408,"$136,986.00",01-Feb-18,09-May-18,10-May-18,09-May-23,,,31-Dec-23,,,SB-006408,S1-32GFL-000621,P1-33GFL-001480,"$8,953,425"," 33,892,917 ",Gloritzel Frangakis ,Janet Bwiza,Elizabeth Goro,Not Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),,05/09/2023," 89,534 "," 805,808 "," 895,343 "
9477,UNEP,Albania,Europe,Promoting Sustainable Land Management (SLM) through Integrated Restoration of Ecosystems,Albania MSP,Ersin Esen,MSP,Under Implementation,Land Degradation,Ecosystem Management,12-May-16,,12-May-16,28-Jun-16,31-Dec-17, SB-006120,"$133,333.00",21-Jun-17,04-Aug-17,23-Oct-17,31-Jul-20,31-Dec-21,,31-Dec-22,2,,SB-008088.01,S1-32GFL-000620,P1-33GFL-001386,"$867,580"," 9,670,000 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Under Implementation,,,GFL,Biodiversity and Land Branch (BLB),,12/31/2021," 8,676 "," 78,082 "," 86,758 "
9481,UNEP,Uganda,Africa,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Uganda ABS,Jane Nimpamya,FSP,CEO Endorsed,Biodiversity,Ecosystem Management,30-Nov-17,,30-Oct-17,08-Mar-18,31-Oct-19,SB-009251.01,"$100,000.00",06-Jun-20,,,,,,31-Oct-19,,,"SB-009251.08,SB-009251.09,SB-009251.10,SB-009251.11,SB-009251.12,SB-009251.13",S1-32GFL-000652,,"$2,560,842"," 9,235,000 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),,12/30/1899," 25,608 "," 230,476 "," 256,084 "
9522,"IUCN, F AO and UNEP",Global,Global,"Global Learning, Finance, and Partnerships project under The Restoration Initiative (Component 3 only) ",Global Restoration Initiative,Victoria Luque,FSP,Under Implementation,Multi-focal Areas(SFM),Ecosystem Management,09-Jun-16,,11-Jul-16,,,,"$50,000.00",06-Apr-18,06-Nov-19,18-Dec-19,31-Jul-24,,,31-Jan-25,,,SB-012918,S1-32GFL-000621,,"$824,087"," 3,900,000 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,,,,GFL,Biodiversity and Land Branch (BLB),,07/31/2024," 8,241 "," 74,168 "," 82,409 "
9524,UNEP,Tanzania,Africa,Supporting the Implementation of Integrated Ecosystem Management Approach for Landscape Restoration and Biodiversity Conservation in Tanzania,TRI Tanzania FSP,Victoria Luque,FSP,Under Implementation,Multi-focal Areas(BD/LD/CCM),Ecosystem Management,09-Jun-16,,05-Jul-16,21-Mar-17,30-Jun-18,SB-007736.01,"$190,000.00",06-Aug-18,20-Jan-21,20-Jan-21,31-Oct-25,,,31-Oct-26,,,SB-007736.02,S1-32GFL-000621,,"$11,205,872"," 64,283,501 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,,,,GFL,Biodiversity and Land Branch (BLB),,10/31/2025," 112,059 "," 1,008,528 "," 1,120,587 "
9525,UNEP,South Africa,Africa,"Strengthening institutions, information management and monitoring to reduce the rate of illegal wildlife trade in south Africa",,Jane Nimpamya,FSP,Under Implementation,Biodiversity,Ecosystem Management,09-Jun-16,,12-Jul-16,03-May-17,30-Dec-17,SB-007748.01,"$150,000.00",08-May-18,07-Feb-19,26-Feb-19,29-Feb-24,,,31-Aug-24,,,"SB-011413.01,SB-011413.02,SB-011413.03,SB-011413.04,SB-011413.05,SB-011413.06,SB-011413.07",S1-32GFL-000617,,"$4,886,009"," 7,420,000 ",Evelyn Machasio ,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),PPG with ROA to be closed. PCA with govt under implementation,02/29/2024," 48,860 "," 439,741 "," 488,601 "
9526,UNEP,Kenya,Africa,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Tana Delta PPG,Victoria Luque,FSP,Under Implementation,Multi-focal Areas(BD/LD/CCM),Ecosystem Management,09-Jun-16,,05-Jul-16,,,SB-007241.01,"$150,000.00",07-Aug-18,24-Nov-16,12-Jun-19,30-Apr-24,,,30-Apr-25,,,SB-007241,S1-32GFL-0000621,,"$3,345,413"," 36,526,667 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,,,,GFL,Biodiversity and Land Branch (BLB),,04/30/2024," 33,454 "," 301,087 "," 334,541 "
9539,UNEP,Malawi,Africa,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Malawi CABI,Max Zieren,MSP,Under Implementation,Biodiversity,Ecosystem Management,01-Dec-16,,01-Dec-16,24-Mar-17,30-May-18,SB-007642,"$50,000.00",15-Mar-18,09-May-18,15-May-18,31-May-23,09-Jul-23,,31-May-24,,,SB-010123,S1-32GFL-000618,P1-33GFL-001477,"$1,502,511"," 5,164,147 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),,07/09/2023," 15,025 "," 135,226 "," 150,251 "
9542,UNEP,Thailand,Asia Pacific,Integration of Natural Capital Accounting in Public and Private Sector Policy and Decision-making for Sustainable Landscapes,Thailand,Max Zieren,MSP,CEO Endorsed,Biodiversity,Ecosystem Management,25-Jan-17,,25-Jan-17,,,SB-008137,"$50,000.00",17-Jan-19,14-Aug-17,15-Aug-17,01-Dec-22,14-Jul-25,,14-Jul-26,,,,,,"$2,000,000"," 6,150,000 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,Not Completed,t.b.d,,GFL,Biodiversity and Land Branch (BLB),PCA to be approved/signed by NEA,07/14/2025," 20,000 "," 180,000 "," 200,000 "
9551,UNEP,South Sudan,Africa,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,South Sudan PPG,Jane Nimpamya,FSP,CEO Endorsed,Biodiversity,Ecosystem Management,30-Nov-17,,30-Oct-17,11-May-18,06/31/2025,"SB-009605.01,SB-009605.01.01","$150,000.00",,,09-Mar-20,30-Jun-25,30-Jun-25,,,,,"SB-009605.02,SB-009605.03,SB-009605.04,SB-009605.05,SB-009605.06,SB-009605.07",S1-32GFL-000617,,"$5,329,452"," 12,152,000 ",Evelyn Machasio ,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),PPG with PCDM to be closed. CEO ER approved,06/30/2025," 53,295 "," 479,651 "," 532,945 "
9604,UNEP,Cameroon,Africa,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",COBALAM,Adamou Bouhari,FSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystems Management,30-Nov-17,29-May-19,30-Oct-17,13-Dec-18,30-Mar-19, SB-009721.01,"$91,325.00",12-Feb-20,15-Apr-20,15-Jun-20,31-Mar-25,31-Dec-22,31/12/2022,31-Mar-25,,,SB-009721.02,S1-32GFL-000621,2000003585,"$3,105,023"," 19,000,000 ",Eric Mugo ,George Saddimbah,Linda Choge,,,,GFL,Biodiversity and Land Branch (BLB),,03/31/2025," 31,050 "," 279,452 "," 310,502 "
9633,UNEP,Guatemala,Latin America and the Caribbean,Strengthening and Expansion of Capacities in Biosafety that Lead to a full Implementation of the Cartagena Protocol on Biosafety in Guatemala,Guatemala BS/MSP,Thais Narciso,MSP,Under Implementation,Biodiversity,Ecosystem Management,08-Dec-16,,,,,,$0.00,08-Dec-16,16-Oct-19,11-Feb-20,31-Jul-23,,,31-Jul-24,,,SB-007446,S1-32GFL-000618,,"$1,369,863"," 2,700,100 ",Gloritzel Frangakis ,Michael Atogoh,Elizabeth Goro,Not Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),,07/31/2023," 13,699 "," 123,288 "," 136,986 "
