Ecosystem service,Asset,Driver,Influence,Justification,Likely Response,Effect on Variability,Human action or natural variation,Timescale,Spatial Characteristics
Calidad del agua ,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de contaminación sobre las especies varían por ubicación y otros parámetros externos.",Alteración de la composición química de las masas de agua salada y menor pH del agua salada.,Menor calidad del agua salada.,Acción humana,Corto plazo,Global
Calidad del agua ,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.","Alteración de los ciclos de nutrientes (por ejemplo, que provocan proliferaciones de algas y eutrofización), nivel de pH y cambios a la composición química de aguas saladas. Las proliferaciones de algas asfixian la hierba marina. La eutrofización lleva a la creación de ?zonas muertas? en el océano, que son  áreas totalmente desprovistas de oxígeno.",Menor calidad química del agua salada.,Acción humana,Corto plazo,Local
Calidad del agua ,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de contaminación sobre las especies varían por ubicación y otros parámetros externos.","Aumentos en los nutrientes y sedimentos, cambios en la composición química de masas de agua dulce, menor supervivencia de especies. ",,,,
,Menor condición química de aguas dulces.,Acción humana,Corto plazo,Regional,,,,,
Calidad del agua ,Agua,Contaminación,R,"La contaminación causa cambios graves en la calidad del agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.",Alteración de la composición química de las masas de agua salada y menor pH del agua salada.,Menor calidad del agua salada.,Acción humana,Corto plazo,Global
Calidad del agua ,Agua ,Contaminación ,R,"La contaminación causa cambios graves en la calidad del agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.","Alteración de los ciclos de nutrientes (por ejemplo, que provocan proliferaciones de algas y eutrofización), nivel de pH y cambios a la composición química de aguas saladas. Las proliferaciones de algas asfixian la hierba marina. La eutrofización lleva a la creación de ?zonas muertas? en el océano, que son  áreas totalmente desprovistas de oxígeno.",Menor calidad química del agua salada.,Acción humana,Corto plazo,Local
Calidad del agua ,Agua ,Contaminación ,R,"La contaminación causa cambios graves en la calidad del agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.",,,,,
,,,,,,,,,
,,,,,,,,,
"Aumentos en los nutrientes y sedimentos,  cambios en la composición química de masas de agua dulce, menor supervivencia de especies. ",Menor condición química de aguas dulces.,Acción humana,Corto plazo,Regional,,,,,
Calidad del agua ,Especies,Tormentas,A,"Las tormentas causan vientos fuertes y mayor precipitación que pueden someter a las especies a cambios de hábitats biogénicos, destrucción de nidos, introducción de especies invasoras e intrusión de agua salada, con impacto negativo en la supervivencia de especies en contextos de eventos localizados. Se pronostica que la frecuencia e intensidad de tormentas continuarán de acuerdo con las tendencias del cambio climático actuales. Las especies que son altamente susceptibles son aquellas que no pueden refugiarse del viento de manera efectiva, son vulnerables a inundaciones, son sujetas al desplazamiento de hábitats (por ejemplo, surcos de dunas de arena), y las especies migratorias.",Aumentos en los nutrientes y cambios en la composición química de las masas de agua dulce. Alteraciones físicas de turbidez y flujo de agua.,Mayores nutrientes y/o químicos pueden afectar a la condición química del agua dulce.,Acción humana,Corto plazo,Regional
Calidad del agua  ,Agua,Tormentas ,R,Los eventos de escorrentías de tormenta afectan la calidad de agua de los embalses y aumentan los riesgos al suministro de agua. Se prevé que la frecuencia de los eventos de lluvia  extrema aumentará en el futuro.,Aumentos en los nutrientes y cambios en la composición química de las masas de agua dulce. Alteraciones físicas de turbidez y flujo de agua.,Mayores nutrientes y/o químicos pueden afectar la condición química del agua dulce.,Acción humana,Corto plazo,Regional
Calidad del agua ,Especies,Condiciones climáticas,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,Cambios en los ciclos de nutrientes. ,Menor condición química de aguas dulces.,Acción humana,Largo plazo,Global
Calidad del agua ,Especies,Condiciones climáticas,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,Cambios en la salinidad y temperatura.,Variaciones en la condición química del agua salada. La magnitud del efecto de esta variación es menor ya que los sistemas están adaptados para tolerarlos.,Variación natural,Corto plazo,Global
Calidad del agua ,Especies,Condiciones climáticas,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies.,"Cambios menores en los ciclos de nutrientes, balances químicos, forma de masas de agua y función de especies.",Ningún cambio importante en la condición química de aguas dulces ya que cada componente se ha adaptado a esta variación natural.,Variación natural,Corto plazo,Global
Calidad del agua ,Especies,Condiciones climáticas,R,"Las condiciones climáticas pueden afectar al agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios en la calidad del agua que impactarán la producción de agua potable y la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.",Cambios en los ciclos de nutrientes. ,Menor condición química de aguas dulces.,Acción humana,Largo plazo,Global
Calidad del agua ,Agua,Condiciones climáticas,R,"Las condiciones climáticas pueden afectar al agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios en la calidad del agua que impactarán la producción de agua potable y la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.",Cambios en la salinidad y temperatura.,Variaciones en la condición química del agua salada. La magnitud del efecto de esta variación es menor ya que los sistemas están adaptados para tolerarlos.,Variación natural,Corto plazo,Global
